nice 	 recently stay Excalibur Thanksgiving week . upon enter hotel able go straight check - in , plenty friendly attendent take care we . ask view thing airport , hubby plane watch gambling ... lol ... request meet easily . arrive early due time change ... 10 am , check til 3 pm able get room immediately . room one old room yet remodel . neat clean , exception little finger print window . bed comfortable clean . casino bright active , drink service could alittle available . nice place great location . 
 great spot cheap price ! ! ! 	 location perfect . price great . time share propaganda annoying . $ 29.95 eat day buffet excellent . 
 beware Mandatory charge 	 book trip cheaptickets.com go online print confirmation , find unwelcome surprise - & quot ; mandatory hotel charge collect hotel checkout : resort fee $ 20.00USD per Night taxable - include fitness center access , free drink more . & quot ; know mandatory charge time booking , would able compare option well . far concerned , dishonest pricing policy - include fee part hotel charge ? will not stay will certainly lookout hotel future . 
 Nice Hotel full kid 	 bad hotel find room 23rd floor tower 2 playground kid nighttime think hold elevator funny ! ! hound upon check go claim free gift redeemable give $ 40 deposit attend time share meeting new resort next day tell bring credit card form idendity ! ! go figure ! ! 
 Excellent Excalibur Experience 	 arrive & quot ; remodel widescreen room & quot ; find partial remodel . new tv , low - end remodel bath , new pillowtop mattress . warn thin pillowtop . sheet clean , stain . blanket dirty double sheet . however , request extra sheet . room furniture appear original . third day , hall fill 8 scream kid run knock door . security arrive contact security manager 2nd time thing calm . cocktail service casino horrible . plus find excellent maintenance staff ; good service Sherwood Cafe , location . overall , recommend hotel unless budget - conscious . step Circus Circus , stay elsewhere next visit . 
 great Time Las Vegas 	 problem Excalibur even though comment make negative . book online get great deal price include admission & quot ; Defending Caveman & quot ; .The staff relax friendly reception , room , 25th floor , Tower 2 , face tower , clean quiet . issue whatsoever . the one thing bit annoying fact people look like work hotel approach offer free show ticket turn try get attend & quot ; time - share meeting & quot ; . not hotel 's fault , annoying . 
 Aug 9 2009 	 cost benefit excellent 	 Excalibur hotel excellent location , could choice restaurant . room quite spacious also improve cleaning , cost benefit excellent , worth . hotel 11 15 July return hotel cheaply 
 Aug 9 2009 	 stay well place 	 stay Excalibur quite year ago stay last month . get good deal room weekend location strip okay . whole hotel room badly need update . tell almost furnishing room original hotel build seemingly mattress ! okay stay one weekend finally figure get parking lot car without kill okay . casino need update one not appreciate girl dancing bar . ' m sure try attact young crowd seem sad ! will not stay unless hotel get major overhaul ( unless be implode first make way new hotel ! ) 
 Aug 9 2009 	 not get lose ! 	 stay couple day . location isgood since ti near ariport central position strip . huge hotel casino ... find anything , nice outdoor swimming pool several shop ... room comfortable relatively clean . reception part hotel noisy busy ( room ) . great deal all - day all - you - can - eat buffet 25 $ .the car rental hotel far expensive one airport . 
 Aug 8 2009 	 bad - get pay 	 good hotel iv stay . arrive airport via shuttle bus rear rotunda drop point hotel . sign idea check . finally find front desk walk casino ( good suitcase really ) . memeber staff check rude not speak . put tower 1 give non - renovated room great not pay much room suppose fair . window view - wall right front room idea about . room decor date really need renovating . bed comfortable bed nice . bathroom spacious clean huge mirror shower good . room large bed , table chair sofa spacious . not order room service people opposite room dirty tray food leave outside room 3 day ! ! incredibly unhygienic ! ! ! also glass leave outside room service not collect broken morning . hotel great location connect walk way new york new york luxor . compare hotels strip excalibur definately luxorious price location probably would stay would pay extra get one update widescreen room . free wireless internet quite poor american hotel offer . beware time share seller ! ! try con us free show ticket minute check . free ticket exchange full day one resort - would suggest say staright away unless plenty time vegas not mind lose day free show ticket . personally , do not think hotel allow time share people bother guest . not eat hotel would recommend outback steak house coca cola shop . overall , good place rest budget want vegas luxury , not go . 
 Aug 8 2009 	 great place kid 	 return home six night Excalibur , extremely satisfied experience . read profile contribution , note almost always satisfied hotel choose . research thoroughly select one likely provide experience look . reviewer move Excalibur Caesar 's Palace obviously wrong place first time ! two hotel nothing alike , family , good thing . excalibur great place kid . turret , drawbridge , moat may bit cheesy , grandson love . tournament king dinner show big hit . , historically accurate , not history lesson . grandson learn jousting legend King Arthur , beautiful horse attraction . dinner good : tomato soup , small roasted chicken , broccoli , french fry , roll , apple turnover , pitcher soda . book stay hotel 's web site , choose promotion include 2 1 ticket show . boy absolutely love 4 - d ride arcade . look free tourist magazine discount coupon . stay low floor side face New York New York , never hear jackhammer construction noise another reviewer complain . hear scream roller coaster NYNY , consider part Vegas atmosphere , not go peace quiet . room double queen widescreen tv . quite large serviced regularly day . sheet high quality , towel new . bathroom amenity excellent replenished day . agree another reviewer sink counter unusually high toilet paper holder within child 's easy reach .. also , room seem little dark , , stay castle ! . tv channel limit , almost time tv anyhow . hall , elevator , public area clean enough , maybe standard Caesar 's Palace , certainly adequate place many child much foot traffic . appreciate fact McDonalds site , addition Pizza Hut Express , Quiznos , Krispy - Kreme , Cold Stone Creamery . grandson would little interest food offering Caesar 's Palace , would not like price . tempt buy all - you - can - eat -all - day buffet ticket , not think young grandson would eat $ 25 worth day , although might bargain people . shopping venue include souvenir shop everything be $ 10 store . , taste run Armani Gucci , heaven 's sake , not book Excalibur ! location south end Strip suit we perfectly . want see body : Exhibition Luxor , addition see Luxor , right next door . walk length Strip , visit every hotel along way , see light show conservatory Bellagio , Cleopatra 's barge Caesar 's Palace , volcano Mirage . although buy monorail ticket one day , find helpful . get monorail Strip trouble walk along Strip , Strip much interesting . consider deuce bus , every bus see horribly overcrowded . walk , good we anyhow . yes , obscene picture boob scatter sidewalk man ( one pregnant woman ) pass invitation Dial - a - girl , , bad advertisement erectile dysfunction prescription punctuate primetime tv show . at least reject offer tout ; Viagra ad come living room try watch news . certainly , mystique Sin City disappear open permissive society . the Excalibur heavy security every exterior entrance entrance tower room locate . absolutely semblance impropriety , least midnight retire . Dick 's Last Resort Restaurant not even good job look risque . outside seem silly juvenile , obscene . along stay Excalibur , fly Grand Canyon National Park one day spend another Hoover Dam . swim pool , seem awfully crowded , pool see , especially one Mandalay Bay . fantastic trip grandson never forget , Excalibur part fun . 
 Aug 7 2009 	 nice price terrible bed . 	 stay Excalibur , pleased offer room 2 queen bed $ 23 plus resort fee & amp ; taxis . sadly , put old room ( Tower 1 , 11th floor ) . bed move torture dungeon ! wake every hour pin & amp ; needle limb . first night , make bed bed extra pillow ( two teenager bring suffer ) . haul much luggage , unpacked everything , would take many hour get new room move . every minute vacation time precious , can not afford 4 hour waste . the room good size , not keep bump way bath . staff responsive , really ask little . not mind themed - vacation resort ( know many find tacky ) , fun place stay . not unpack bag spend minute try mattress . 
 Aug 7 2009 	 disapointe 	 book stay 4 night leave 2 . really look forward stay , leave extremely disapointe hotel management . we pay premium stay strip view delux room give partial view strip side hotel directly opposite New York , New York . directly window major constuction work going do road . noise 24hrs due window sound proof keep awake night jack hammer pnuematic drill . complain concierge say could new room morning would give we partial refund stay , think fair deal . return concierge desk morning get room switch could give we downgrade room view say new nothing partial refund , guy night desk make note . top public area hotel dirty , especially lift corridor . quite often tray uncollected room service stuff leave outside room day . pool area nice yet part water slide close not enough life guard . the day buffet good value wife visit rest room twice occasion someone vomit . know Vegas ' ve drink night would go buffet ? check Excalibur move Ceasars excellent every way , check clerk even upgrade we free ntold experience street . Excalibur need good clean could take customer relation lesson superior neighbour . 
 Aug 6 2009 	 Loved Excalibur ! 	 stay one night Excalibur parting go Grand Canyon . check late evening line . first thing tell & quot ; upgrade suite & quot ; . not know , booked & quot ; $ 70 Tower Room Widescreen & quot ; summer special package ( include $ 35 free food , 2 free drink , 2 free midway game 2 free spa pass ) , not ask question ! room wonderful ! clean modern view strip . pool entrance near elevator , walk casino get . plenty pool choose lot lounge chair available . Breakfast buffett wonderful . I would definately stay ! upon return Grand Canyon stay MGM ( get great package deal ) , stay . stood line forever check also breakfast buffett . pool , walk way casino shopping area get , full 20 - something drinking ( spilling ) beer . Room West Tower nice modern , long walk anything ! 
 Aug 6 2009 	 great place stay first trip Vegas ! 	 ' ve see movie ' the Hangover ' , be moment pure excitement guy see view hotel ... brother reaction see view Strip room . stay newly renovate room HD tv love . view great room modern , well decorate clean . hotel great facility , restaurant pool . 's lot thing occupy time . originally stay night Four Queens , move Excalibur get Strip experience not regret . pay $ 50 / night room per night worth . 
 Aug 5 2009 	 Good Value . 	 girlfriend & amp ; stay Excalibur 2 night road trip around USA & amp ; Canada . actually move across strip stay signature 3 night , excellent . travel 5 month & amp ; look save money could . think cost we approx $ 50- $ 60 per night expedia . not really expect impressed Excalibur stay signature dissapointe . arrive notice long queue front desk go drink & amp ; gamble get bit quieter . casino ok , well bad either ( girlfriend dollar lose soon afterwards ! ) . find service quite good & amp ; refresh free drink regularly enough . room ok , must Tower II . reasonably clean good view strip & amp ; airport . eat buffet good thought could cheap . check - out quick & amp ; hassle free . probably would not stay would recommend traveller budget . go Tower II unless Tower refurbish since October 2008 . 
 Aug 5 2009 	 Loved stay Excalibur 	 stay 2 night Excalibur thouroughly enjoy hotel - wish could ' ve stay long ! book basic room advance internet pay reasonable price , pleasantly surprised quality room facility . lovely view Luxor next door , bed comfortable think ' castle ' decor room passage way lovely . room be not brand new , nice , clean , comfortable , nice bathroom amenity need . love walk casino past Dicks love refillable slushie cup ! eat buffet ok , enjoy browse souvini shop . the location good - spend night walk around strip enjoy atmosphere Vegas . check hotel really easy - lot people wait check in / out also lot operater . after check last day , hotel happy look bag we spend day pool . pool facility lovely - quite busy still heap deck chairs pool mat float water , lot different pool . poolside cafe bar nice live band entertain we . quite happy spend whole day ! overall love stay Excalibur . suppose new luxurious Vegas hotel , think really good value money would definately stay . 
