great 	 spend 3 night hotel November 2008 refurbishment provide feedback site hotel contact assure problem rectifice agree stay visit year . true word problem sort return fabulous 4 night stay hotel . room excellent view Empire State Building , clean spacious door staff extremely helfpul , pleasant informative especially Tarek . I defintely stay future . 
 amazing hotel ! 	 Affinia amazing hotel stay whilst trip Big Apple . centrally locate , yet far enough hussle bussle . be far Grand central station ( attraction self ! ) get tube train easy . also Chrysler building doorstep . room could see Empire State lovely surprise . the room beatifully decorate , feel luxuary . bed ... wow bed ! ! comfortable , much look forward get end busy day .. pillow also good . bathroom also gorgeous ( seem odd say ! ) clean . housekeeping keep room immaculate , not see spot dust . bed change make every day . room service - poor not bother . food yuck - like cook 3 hour previously sit hot plate waiting bring , also expensive worth . instead go Scottys cafe open 24hours day locate short walk hotel ( go main enterance take right , cross road look leave will see , blue yellow ) . location ideal , short walk sight . walk hotel normal tourist site central park , Rockafeller . Empire State cool , yet Chrylser building Rockafeller building give amazing view Empire . empire build nightmare quee ! ! queue get , queue get security , queue get lift 80th floor , queue get another lift 86th ( observation ) get queue get . think spend 3 hour total queuing leave plenty time ! ! also Staute Liberty - make sure pre reserve go observation deck ( 2 week advance ) want go crown need reserve least 2 MONTHS advance ! also make sure cruise Hudson world yacht - amazing food amazing view ! hotel really good value money chic , classy brilliantly locate truely unforgettable experience ! 
 13 night Shelburne ... want leave ! ! 	 get back 2 week stay Affinia Shelburne . take husband New York surprise 50th birthday want more . stay queen suite 15th floor fantastic view Empire State Bldg New York skyline . fantastic balcony ( proper sized balcony , sit drink sunset watch city 's colour change ) heaven ! ! room spotless staff helpful especially Jada front desk jolly doorman ! ! location fantastic . New York 3 time far good location . safe walk around night problem walk fact everywhere New York with . even though Rooftop bar close go look view breathtaking . memorable birthday back next year stay Shelburne ! ! 
 everything expected 	 stay Shelburne 12 night good friend 50th birthday . picky real clean freak . have book standard room upgrade 15th floor suite ( balcony ! ) arrival . fabulous experience . hotel modern , clean quiet , plus great location . staff deal helpful , kind friendly - concierge houskeeping . great kitchen , load space include huge closet , bathroom lovely . spend age internet look reasonably price hotel NYC tick box - Shelburne . would stay recommend everyone . fabulous girlie birthday holiday NYC - thanks large part Shelburne . 
 lovely NYC experience 	 daughter stay Affinia Shelburne two night Thanksgiving Holiday . prior stay read trip advisor review want make sure could get room 2 bed . contact hotel directly tell request could make guarantee . notice assistant general manager respond trip advisor review decide contact request directly . e - mail answer day please guarantee room two bed . upon arrival greet extremely friendly doorman follow one pleasant reception clerk ever meet . wonderful treatment continue entire stay include every single person come contact ( housekeeping , maintenance staff hall , bellman , check ) . find extraordinary . travel NY many time meet friendly people every single person . room clean , bed comfortable nice workspace . restaurant next door ( get without go outside ) yummy breakfast . plus excellent location . would hesitate stay . 
 business model seem base generate repeat customer ... 	 fact : Booked Priceline reasonable price . greet front desk friendly helpful . notice small grafitti wall upon exit elevator floor . long something like wall 3.5 star hotel ? bad oman think . that nothing compare TOILET BRUSH , ( hopefully fall maintenance cart ) , hallway outside room . informed front desk take time remove , guess not bother . long would something like hallway 3.5 star hotel ? enter room use shower . exit shower happen look ceiling notice large 16 & quot ; pizza size miss piece plaster bed , loose material still attach . would real 3.5 star property room service ? think not . first call mention hole meet bad already shower use room approach . later call make front desk switch different room . . 30 minute initial TOILET BRUSH HALLWAY mention . Brush remove employee bring new room key . later mention problem Priceline meet denial Hotel . ( photo hole bed denial seem poor strategy . bottom line : not bid 3.5 star Priceline MTE may end here . the hotel seem mostly fill tour overseas one time Priceline buyer . stay away 
 Oct 24 2008 	 Fantastic hotel 	 Mum stay Shelburne , Murray Hill October . first trip New York although Mum . read review bit put . however door staff extremely friendly helpful . also reception staff pleasant . room immaculate , spacious clean . restaurant great location hotel perfect . meet lovely people live neighbourhood friendly helpful . plan return hotel 2010 . highly recommend 
 Oct 22 2008 	 love hotel 	 recently stayed hotel look review go dread would find get . however delighted say find good hotel nice room , absolutely spotless spacious . Doormen far friendliest ever meet ! reception staff bit rude though would recommend improve service . would not hesitate return . 
 Oct 17 2008 	 Suberb Location 	 love hotel . location superb , short block Grand Central Terminal . room 11th floor spacious , modern , clean quiet nice view street noise . remodling seem nearly complete impact experience . rooftop lounge closed season unfortunately .. hotel manager Andrew Fletcher extremely helpful safe room fail open go way fix problem ... feel compare hotel charge hotel offer good value . excellent little restaurant within 2 block ... especially love Sam 's Place Scotty 's diner . would stay sure . JeffCalifornia 
 Oct 14 2008 	 still construction Pass 	 Hotel still construction aug 2008 do 2009 , say lobby next , internet work top floor construction , think wrong hotel tell , finish construction , internet key business . movie work construction , use stay old Shelburne remodle , price way , pay 499 per night . old hotel remodel large room ect . staff nice , would stay Dumont , own company Affinia , travel business 2 week every month . pass hotel really do work 2009 . need honest . 
 Oct 10 2008 	 great location Midtown 	 Shelburne Murray Hill great location Midtown . stay suite small expect ( look like average size european hotel room ) . bed grand light comfortable wardrobe quite big . furniture dark colour , room equip lot light . amenity room : air condition , television , iron / iron board , fridge , oven , microwave , glass plate . hotel also provide soap , small bottle shampoo , shower gel , body lotion shower cap . make sure get ride shower cap ( second day stay hotel , accidentally , drop shower cap toilet ! ) , clean lady would replace new one . Shelburne Murray Hill grill restaurant serve american breakfast buffet morning . buffet taste okay . hotel also roof top bar , quite nice visit gather together friend , find view special though . 
 Oct 2 2008 	 Dodgy dishonest staff - avoid like plague 	 cousin ( married woman late 20 's ) stay 3 night girl ' getaway late June . catalogue abhorrent experience stay follows:1 ) go rooftop bar drink first evening . experience start well , chat like - nationality bouncer enjoy view . time time deal advance over - confident local man good humour . closing time bar , invite two particular man accompany another bar , decline . pester we eventually give . cousin get full lift go floor , ask bouncer let two man lift , not first , . get floor , wait lift close continue way go room . 20 minute later get knock room door . knock continued minute . unwisely , open door two man . tell we front DESK tell ROOM NUMBER . continue knock door close disappear call security , pass corridor . impossible find room number way ensure not follow go back room - also knock every room floor knock door matter minute . complain manager duty morning ( Jessica ) , bluntly tell we event relate impossible due hotel policy . despite indirectly accuse we lie , advise we would investigate let we know find , never happened.2 ) spillage make sheet one bed highly visible cleaning staff . however , bed remade spoil sheet rudely chastise cleaning staff later request change it.3 ) upon checkout , computer system apparently . advise we , however , total amount final bill , higher believe , however could give we breakdown amount bill due system . agree staff would go lunch come back hour hope system back would resolve settle bill . arrive back agree hour , transpire meantime , staff member go sister hotel , working system , charge credit card ( detail give security upon check - in ) whole amount over - charge , dispute bill without resolve . staff look we blankly refuse remedial compensatory action final stuff - up . so , summary , many hotel NYC , avoid one ! ! ! turn great , long anticipated weekend NYC one riddled frustration disappointment dubious establishment . 
 Oct 1 2008 	 infest Mice 	 hotel undergo total renovation . stay renovated room anything & quot ; suite & quot ; advertise Expedia . would describe normal , average - sized hotel room . room clean comfortably furnish . staff friendly efficient . disappointed hotel charge $ 10 / day WiFi -- something one find call front desk require userid / password . major problem hotel mouse . first night wife awoke find unidentifiable animal crawling , quickly scurry sat . report problem front desk next morning , immediate response offer refund . retract discover booked room Expedia . turn offer change room would inconvenient guarantee new room would suffer infestation . agree put mouse trap room . return room late evening , find hotel give we gift certificate free two - night stay . second ( last ) night , trap put room catch mouse . ' m sure mouse problem attributable renovation , complete , hotel get situation control . time , would recommend stay . 
 Sep 22 2008 	 Nice 	 stay Saturday night 9/20/2008 please . arrive early give room right away . staff friendly attentive . room renovate great . bed extremly comfortable . see evidence construction mouse reviewer complain . hotel easy walk Grand Central locate nice residential area . would definately stay . 
 Sep 21 2008 	 watch ! mouse attack night ! 	 trouble flight JFK Rome via London ( Alitalia delay Rome , miss Virgin Atlantic flight , reeboke later flight , 2 hour queue JFK immigration , lose Airlink van thus take cab - fix rate , another hour get Murray Hill ) , reach reception almost 2 am , give we room key , would work , cos ' someone else already room . Hotel fully book , Hotel.com prepay reservation totally forget . send we 10 $ Affinia Manhattan hotel one night . next day room would ready 3 we , load patience , accept , grab luggage go . got sleep 3,30 . next day go back Shelburne room , leave luggage reception start tour NYC . get room 1013 ( 10th floor ) . Nice renovate . hotel undergo renovation in severeal floor period . 3 night nice good stay , one morning find bag loaf bread bite big hole inside . cousin wake night hear fully noise , turn light astonishment see mouse run away behind bed . take food room door , call 2,30 try get back sleep . course could not . not wake we : point get scared 3 morning ? go ? next day get manager complain hardly , without yell , case . travel business world : stay awful hotel India 3 world country . never , ever life mice room , Manhattan NYC ! unbelievable ! manager course apologise give we night free reimburese back hotels.com . suite room 13th floor . funny thing story one morning 13th floor hear maid yell , get ask be go . said & quot ; mouse get underneath door closet & quot ; . oh Man ! say , can not believe . make short . put could fridge ( food mean ) , towel floor close door gap floor . hell ! NYC first time enjoy beautiful city , mouse would spoil holiday . conclude , straight question manager : & quot ; would stay hotel happen & quot ; , reply & quot ; tell happen mother sister , would 25 mile away place & quot ; . brave ! happy holiday Shelburne . 
 Sep 9 2008 	 Staff leave much desire ...... 	 Booked Expedia neglect tell we room would one un - renovated one . think hotel resort fill reservation particular room construction . listen customer review , ' happy . nice thing room spaciousness . staff , get new one ! front desk girl plain rude , God forbid ask question bother , housekeeping move like snail . due , bet never stay hotel Alvin . pleasant worker concierge ' ; make sure tip well . 
 Sep 8 2008 	 pluse minus 	 good points:1 . great rate $ 200 / night book Priceline2 . nice restaurant ( Rare ) rooftop lounge overlook Empire State Building3 . exterior build lobby lovely4 . large room NYC standards5 . full kitchenBad points:1 . unrenovated room look little shabby2 . curtain close3 . little away subway use to4 . neighborhood nice boring5 . Rooftop lounge create lot noise patron use guest elevator- make hard catch elevator room night 
 Sep 2 2008 	 mouse 	 look another review ( punxsy ) also mice room first night , go front desk offer downgrade room decline . they send someone lay sticky trap also tell construction work hotel . the third night mouse ( 2 ) go front desk reply Construction work.the seventh night thankful last night mouse . least expect manager room offer well answer front desk staff . apart mice hotel ok 
 Sep 1 2008 	 New Favorite NYC 	 travel NYC frequently : stay Waldorf , Palace , Intercontinental , Roosevelt , half dozen other . Shelburne Murray Hill surpass overall impression , take consideration location , facility , room size amenity , competence attitude staff , price . we spend weekend past weekend , could not happy . will back , NYC , stay . 
 Aug 27 2008 	 Great experience Shelburne ! 	 second time stay Shelburne . time , upgrade renovate one bedroom Studio suite . clean modern opposed previous look . sit room bedroom 's plasma tv . bathroom clean bed dream ! enjoy location bit quieter close enough walk major attraction . staff friendly courteous , especially andy front desk check ( 9:30 ... pleasant surprise room available ) . would definitely stay ! 
 Aug 26 2008 	 not stay Hotel Renovated 	 Deceiving picture review internet . bottom line would stay hotel fully renovate . get un - renovated room . one thing good hotel . carpet filthy , closet smell , room curtain close , towel old , fan bathroom bed firm . top , hear street traffic awaken 8:00 construction noise . 
 Aug 19 2008 	 mouse 	 stay Shelburne day ny business . first night see mouse run across floor room . look around , notice sticky trap around room . immediately go downstairs , without real apology give new room key . give Midnight , would think may nice someone offer help move new room , luck . new room fine , also sticky trap . spend time look another mouse . it be shame , spend money renovate , look exterminator ! 
 Aug 15 2008 	 good central position 	 first time New York choose hotel read Trip advisor comment visit hotel website . hotel rebrande Affinia Hotels chain renovation work go facade room low floor ( look like start top working ! ) . ninth floor one bedroomed suite - recently refurbish view West - noise disturbance building work floor . bedroom good size king bed good quality furnishing . large sofa living area convert comfortable bed teenager - leave bed whilst sufficient remain room live around . adequate kitchen area fridge / ice machine , mirowave , sink coffee maker - look good new - wonder long ' leatherette ' coffee machine would last use ! request additional cup etc , promptly respond housekeeping also leave wash liquid teatowel - simple addition often miss hotel stay kitchen unit . minor niggle smallish bathroom ( walk shower ) access bedroom - fantastic use suite couple , ideal other stay live area sofa bed . short , 3 block walk near ( 33rd Street / Park Ave ) subway , great deli / supermarket 38th/3rd Ave , good midtown position see sight either direction . extras provide £ 188 per night pay ; city ' go rate ' room seem much high , seem reasonable . 
