Nov 	 good hotel great location 	 good clean hotel excellent location two minute pier 39 
 Nov 11 2007 	 good location good hotel 	 stay hotel 9 night ( avg $ 220 / not pre tax ) .1 . BEST LOCATION : ) . simply well locate hotel Fishermans Wharf area , compare long list hotel look . read many review state arrive , 100 % agree . hotel ' bay - front ' area , thus give number room full bay view balconie ( double price ) . 1/3 room Roomy balcony ( 10'x5 ' ? ) , face bay , majority overlook courtyard partial bay view . hotel u - shape 4 - story building , U 's openning end face bay . back door lead right onto Jefferson St bay front street line shop restaurants.b ) . hotel within easy walk distance Pier 39 ( back door cross street diagonally , many area attraction . quiet night , hear Sea Lions ' talk ' distance.c ) . close pier action hear band weekend , door close , noise bother us - good window / door block noise.d ) . 24hr ihop downstairs , Safeway Walgreens one block away , many din shopping option . there plenty public transportation route go really not need car ( rent car two day go wine country ) . buy MUNI pass route map will get everywhere easily.2 . old Hotel Recently face - lift , Smaller room : ) . hotel room fairly small ( tiny , ' ve stay tiny room downtown Manhatan ) . 2dd room one - person - wide walk way around room , put two Sleep - number bed , tv / Closet unit , full size desk office chair . bathroom room oddly locate open right side one bed , sure like . wished sacrifice huge balcony bit make room big . WARE - closet space limit . combine tv cabnit ( two slim opening side tv cabnit drawer ) . wall unit walk - in closet . apparently hotel get face lift still see ' oldness ' wall , hallway elevator . sleep number bed great comforter pillow wonderful.b ) . free wireless internet room free printing service ( use online service print front desk ) .c ) . concierge lobby , computer dedicate checking - in print boarding pass airlines.d ) . small gym outdoor heat pool courtyard . Jonny Rockets premise.e ) . parking deck good number parking space , pricy ( $ 30 / not ) . though parking area expensive anyways ( street parking 1 - hr limit unless sort residence pass ) . garage next block offer $ 14 / not parking , hight limit look pretty low fit SUV through.3 . Excellent Service : ) . check night , check morning , call guest service time ask help lobby staff time , make mistake return parking pass late ... occasion staff efficient friendly , solve issue request right away . satisfied service everyone encounter . likes : LOCATION , amenity around hotel , staff service , big balcony , heated pool , free wireless internetdislikes : small 2dd room , old hotel , limited closet space , business center , expensive parking ( not big city like ? ) recommended : vacation couple age , family , single / friend groupNOT recommended : business travelersall , great hotel location good enough price , old small room . 
 Oct 25 2007 	 Excellent Location 	 could ask well location . walk back door right Warf ! look stay near Warf place . hotel nice . nothing super spectacular , nice Radisson . process change bed sleep number bed switch yet . 4 floor get excellent view bay , could see Alcatraz room . room balcony , mine , nice large window take view . also nice pool courtyard area 
 Oct 18 2007 	 great location nice room great staff 	 move hotel another dreadful . book morning Expedia , packed go hotel . 11 am check we immediately . not go room view not want pay extra price . room 's proximity road bit noisy morning not mind much . the room comfortable bed delight . nice able dial side bed soft hard want . not want get next morning . room offer free strong connection wireless internet . location brilliant . easy walk area around Pier 39 many restaurant . 
 Oct 18 2007 	 nothing special - overpriced ! 	 stay 3 night San Francisco . location hotel good , walk distance Fisherman 's Wharf even probably would choose another suburb ... 10 pm be complitely dead .... definetly well North Beach . the hotel clean room parking level way light directly outside since everybody parking look you . breakfast present ... free convenson HOPI outside hotel . the staff reception probably bad ' ve find live ... really unpolite nice . there hotel close area .... strictly recomende one ( probably well , sure cheap ! ) 
 Oct 14 2007 	 Location Location Location 	 read review hotel say IHOP deplorable . say reflection hotel . we fleet week hotel full . ask handed bay view woman say one smoking room . hesitating not want stinky room , one reception worker take we room let we preview . beyond anything expect hotel do . we able keep window open enjoy view Alkatraz bay . offer set machine help reduce smell decline vacate room hour tired . as far bed go would say well comfy . noise level 0 , sure complainer stay next door to . we also within walk distance pier 39 , Little Italy Little China * grant bit walk * bus street car line . I would recommend anyone vacation . also park cheap find call around 5 - 6 hotel . 
 Oct 2 2007 	 great hotel great location 	 stay hotel week , find hard understand negative comment Radisson . arrive hotel well check time 13 hour flight . give room immediately greatly appreciate . location excellent , right middle Fisherman 's Wharf . plenty place eat close hotel , not miss on - site restaurant . hotel service a1 opinion room service right concierge service . if fortunate enough visit San Francisco would definitely stay Radisson . 
 Sep 26 2007 	 nice location pretty good deal 	 good location . Decor bit design dime , important thing fairly nice - like bed , little desk chair , shower . pretty comfortable bed linen . clean . layout hotel bit labrynth like . not forget factor cost parking ( $ 30 / day pretty good deal san fran ) . would say price pretty good bargain . room bit small , middle big city pretty much norm . Sheraton right across street look like renovation may something else consider planning trip , Radisson good location . 
 Sep 20 2007 	 great location disappoint hotel 	 return trip San Francisco . stay Radisson Hotel Fishermans Wharf . location fantastic , pier lively always something happen . far Pier 33 ( Alcatraz cruise ) easy access city centre . stay radisson disappoint one . matresse bed uncomfortable . noise level appalling , find hard sleep night . hotel breakfast fast food cafe call IHOP around corner appetising ! also hotel 's & quot ; restaurant & quot ; dinner , greasy meal believe ever eat . hotel restaurant like great location city ridiculous . 
 Sep 8 2007 	 Location 	 stay 3 night , say , brilliant . the location fantastic , rear safeway supermarket , either side johnny rocket , Ihop , front right fisherman wharf . room good , can not find anything negitive say , iron board , refridgerator , toiletry , fine bed crisp bedding . quiet room , nice view , free internet . the open top bus tour go , ie fisherman wharf , pier 39 & amp ; 41 leave spoilt choice eat , love crab booth . would really recommend hotel , book early get good rate $ 168 per night reasonable San Francisco , take look Sheraton seem lovely well . Loved Fishermans Wharf , yes touristy , everyone good time make happy atmosphere , 2 day LA 3 day wish 5 day , great holiday , post trip report forum alsoplease feel free email help , great holiday mostly due fantasic advice get . 
 Sep 2 2007 	 Hotel perfectly place 	 hotel perfectly place first visit San Francisco , particular Fisherman 's Wharf . hotel clean good order . pool good , particular chldren follow long sightseeing day ! ! ! bedroom allocate include 2 double bed sufficient size family 2 adult 3 young child . negative point lack breakfast facility faciity Reception Area coffee pastry purchase 24 hour restaurant next door . 
 Aug 17 2007 	 Nice 	 stay 4 night July overall pleasant stay . 's ideally place within short walking distance Pier 39 ( restaurant / shopping heaven tourist ) good access bus streetcar . Taxi SFO cost $ 45 door - to - door van $ 15 - 18pp . contemplate take streetcar BART return journey would not advise ' ve heavy luggage be go travel 1000 - 2000 get busy . hotel , be pleasant 3 * helpful staff . arrive late Saturday night room give really quite large . however , close elevator make fairly loud noise . fortunately tired not keep we awake . go reception next morning request move , dealt promptly move soon room become available . breakfast / brunch 's Johnny Rocket 's diner back hotel pretty good access Wharf via direction . one piece general tourist advice resort ; book Alcatraz trip online get mega - busy . however , choose arrive ticket booth discover be & quot ; fully - book & quot ; day advance , ignore . pitch morning start queue 0730 0800 opening will able get ticket day . 
