Coulde 	 slightly sceptical hotel read review site , like previous New York hotel ( similar review ) , decide go ahead book . arrival quite surprise much small lobby compare previous New York hotel ( Grand Hyatt ) , certainly not make less hotel . check 6 pm greet helpful polite man name Adelin something similar upgrade we corner room kitchenette amazing view . room nice clean , large comfiest bed ever sleep . staff extremely friendly , especially one valet 's . sure name either always wear large coat outside , always ask we enjoy day always stop chat . the location hotel not bad , walk bit hotel be talk 5 - 10minute walk Grand Central always Taxi 's outside ready business . I not try room service / hotel restaurant never normally pay price room service not seem expensive . get breakfast every morning little place corner 44th + 2nd call Plaza Delhi amazing pancake bagel really good price ( 2 cream cheese bagel + 3 large pancake syrup + 2 large coffee 's $ 9.95 ) .We not really try hotel facility pool gym etc , plan not really find time / do not energy walk around NY day . I would definitely stay hotel , stay thanksgiving get really good price hotel advance booking site . would recommend hotel anyone . 
 amazing view 	 would definitely recommmend hotel location panorama room . front desk staff could helpful though ! 
 great hotel .... quite walk shop sight 	 wonderful start hotel get upgrade huge room ( mini suite ? ) 39th floor . fantastic view high .... make sure really clear emergency stair ! room clean , staff really pleasant pool / gym good . my son wonderful time except distance shop sight . first walk Broadway 34th Street etc time get already ache foot . decide get cab fine cost really start mount . stay really need make sure get grip subway . 
 good hotel NY 	 Luxury hotel , cheap price , good service ... word ! 
 Jul 5 2006 	 decent hotel 	 ' ve stay hotel several time never bad experience . always request East Tower modern room well - appoint large Manhattan . restaurant not bad , though lounge bit dark cavernous taste . other comment , interior designer really thing mirror result seem bit like funhouse . still feel like grasp lobby area , especially hallway . also elevator real problem - expect lengthy delay . however , staff concierge wonderful health club quite nice . location quiet close public transport within walk distance many attraction . many great irish pub french bistro neighborhood not afraid explore immediate area . I would recommend hotel anyone . find consistently great . 
 Jun 29 2006 	 Millennium UN Plaza - New York 	 Millennium UN Plaza great place say New York . husband feel safe . be right across street United Nations Headquarters . the associate friendly accommodating ; room large clean great view city . John 's restaurant street 44th 2nd great little place eat . even breakfast day . would definitely stay . 
 Jun 28 2006 	 good value 	 book hotel five night Priceline $ 190 night . steal deal New York get . stay east side hotel . room nice , king size bed great ! bathroom okay .. shower smelled mildew . pleasant stay walk Grand Central easily . 
 Jun 21 2006 	 great place 	 spend 6 night business trip April . excellant location , load store restaurant around . not eat hotel restaurant , go bar dark plush , old guy behind bar entertain bickered like two old man Muppets . lobby jaw - droppingly funny staff welcome , especially lady concierge ( Anna ? ) excellant sort airport shuttle we . I colleague room 34th floor face city , despite read review nothing prepare brilliant view , particularly good day thunder lightening . room clean , spacious , bathroom over - mirror everything want , great shower load nice toiletry . my company pay , £ 160 night would fork pay , feel price justify quality hotel . John 's diner good , be also burger joint ' the Good Burger ' round corner wonderful alternative MacAwfulness . walk 3 block towards Grand Central come across bar call Overlook great , roof terrace show sport big screen , karaoke week . 
 Jun 13 2006 	 nice room good service amazing view 	 want view- good sized room , clean bathroom nice staff stay . good deal Manhattan . room service pricey , need driver ask doormen Osama . world class driver . 
 Jun 11 2006 	 Mirror mirror wall . 	 hotel certainly & quot ; fairest & quot ; , like gaffe , advantage disadvantage . heavily mirror - afraid look critically several vantage point never think possible . one room could visualise oneself seat toilet bathroom 22 different aspect . need ? stay week - problem reception get across require ( book ) non - smoking room - reception staff accommodate . many other say choice basically refurbish average view tired need update interesting view . , room standard housekeeping ok . 's full try throw toy pram demmand change accordingly . do not eat drink - John 's Diner brusque reasonable interesting eatery going uptown 2nd Avenue . hotel bar good barman full UN paltroon . one bonus hotel pool . although hardly plush relatively rare facility mid - town New York good chill hard day 's retail therapy . as many previously say situation reasonable relatively safe . always cab outside hotel stroll along 2nd Avenue save 5 buck trip around block . in humble opinion adequate hotel , quiet ( virtue 's location ) , almost totally impersonal , monument mirror goldspraye aluminium . providing pay around $ 150 pp per night reasonable value . 's basically functional - not expect & quot ; enjoy & quot ; . Bear mind 's proximity UN 's regular use flight crew affect clientele ambience . 
 Jun 10 2006 	 Loved ! ! ! ! 	 stay plaza 27th may 31st may . corner room 38th floor lovely great view east river , Roosevelt Island , Queensboro bridge Queens . staff really helpful , room clean , maid service every day . pool amazing view city 27th floor . walk Grand Central Station time square first night far walk . resaurant pricey $ 58 breakfast ( 1x cereal , 1x toast , 2x OJ , 1x egg Benedict , 2x tea ) , go Johns 2minute walk leave hotel , would still recommend hotel anyone . one tip would give anyone , buy really good guide book go decide want go . save time , cos 's much see . Michelle RussellHave great trip ! ! ! ! ! ! 
 Jun 8 2006 	 great experience 	 stay one night midweek . check - in take little long would like . 2 people work guest , 3 guest check . doormen friendly cheerful . stay East tower , room 3517 . great view river , could also see Chrysler building Empire State building . beautiful ! ' ve stay least 3 hotel NYC , really make feel like stay big apple . without ask , room ( book Priceline ) upgrade King . room recently renovate . quite large , ny . beside bed two build bedside table . nice sofa window . walk closet bench sit get dress . bathroom quite wide -- plenty room one person time . there still sign elevator update , unlike other mention , trouble elevator . come timely fashion . I know hotel part MTE Priceline , think UN far away . however , find location ideal . 10 minute walk ( ) grand central station , subway convenient . 
 May 8 2006 	 ok price .... 	 wife return seven night UN Millenium Plaza stay April 30 - May 7 , 2006.our first experience hotel good easy cheap cab ride LGA middle Sunday afternoon . doorman greet we take aour luggage away we . front desk - yes alot mirror - offerre room midtown view newly renovate room face east . choose view . first impression room quite good . view east towards Times Square area fantastic . Chrysler Empire State Buildings dominate view . beautiful . window open nice feature . king size bed failry spacious big closet , two comfy chair dresser six drawer - enough room two people week . the bathroom wear need full demolition refit . shower pretty weak . we dine hotel would recommend multitude choice elsewhere . we pay 210 / night feel reasonable got . location fice ten minute walk Grand Central maybe twenty Times Square Central Park . maybe bit far neighborhood safe quite . like many other breakfast everyday John 's Diner - one block west hotel ) quick good . I would recommend hotel not mind little walk major sight , want save buck , want quiet safe location . 
 May 7 2006 	 Pleasant stay 	 stay Un Millenium new york East Period pleasant stay . checking go room fold - away daughter book , pass reception way dinner remind extra bed reply charge $ 15.00 per night 4 night stay . inform already book room 3 person 6 month previous secondly check - in . start raise voice state girl deal we arrive new ommitte charge we . everyone around reception area aware problem become agitated would go find receptionist concerned break . ask see Manager say available duty Manager ( Help ! ! ) . eventually come back speak colleague say make mistake would charge we . hotel 100 yard open - top bus route great . went recommend ' John 's ' restaurant breakfast day - character , good price . 
 May 6 2006 	 love UN Millennium Plaza ! ! ! 	 daughter buy ticket see Rent Christmas year want get really nice hotel stay . agonized decision month . friend keep say pick one since one night , not want trip remember & quot ; bad & quot ; hotel ( yuck ) . ' m happy homework look review even though hotel little way , happen pour weekend anyway would able walk anywhere . staff nice helpful arrive upgrade we beautiful , clean , suite . daughter fun time order room service ( little pricey ) live , right ? way say show great , room staff great , recommend hotel everyone ! ! ! view ( thing ask ) beautiful . daughter end get sick night get call extra blanket , right one . think people write bad review people never go happy anything . 
 May 4 2006 	 fantastic view - East Tower 	 second time UN Plaza , pleased . room get East Tower ( 30th floor ) nicely design , clean , good bed fantastic view Lower Manhattan , East River , UN Building lot Brooklyn . could stand window age look wonder . also find room spacious enough . we would not sure , however , West Tower . get room first , ( fortunately ) Non - smoking , go back Reception ask re - locate . get East Tower room . West Tower room , comparison , lack view , seem rather dark need renovation . also , mention new US mission UN currently build North hotel building . get room side , will not get much sleep - in . have experience long wait elevator ( currently undergo modernisation , something happen least ) , find pool nice ( ) , problem whatsoever friendly staff - breakfast , obviously everyone else , John 's . recommend UN Plaza . dare ask East Tower Room , however , one Southward view . otherwise could dissappointe . 
 May 4 2006 	 Breathtaking view 	 fiance stay UN Plaza 4 night really pleased choice hotel . although , locate away Times Square / Broadway area city , 20 - 25 minute walk away 42nd street . addition , walk pass Grand Central Station , Chrysler Building , New York Public Library Bryant Park along way . room hotel 39th floor overlook city . skyscraper directly behind hotel , view breathtaking could see right across Manhattan Island . hear story small New York Hotel room safely say room not category . waking see Empire State Building Chrysler Building hotel window memorable . hotel swim pool 27th floor equally breathtake view East River United Nations building locate directly opposite Hotel . staff hotel friendly informative would definately stay . 
