alarming 	 ok , ' ve read review know well . truly alarming place , fire alarm still go middle night ! ! ! review go back 2006 refer problem , still happen ! ! ! yes , 2009 ! ' m multi - night business trip . far , one night , one fire alarm . can not afford tired . ' m multi - night business trip . one fire alarm middle night ' m outta ! ' m willing overlook tired decor , dirty bathroom tiny room location awesome . fire alarm different story.location ? double check.staff ? check.cleanliness ? much ... alarm issue ? enough put place bottom ... 
 likely stay 	 due flood Kingsway Hall offer alternative ' sister ' hotel . turn bit like one Cinderella 's sister . small room , though clean . unattractive lobby team ilalian teenager arrival team Italians departure . breakfast . try get case storeroom joke , stand concierge desk rude hopeless . ' you try job mate ' say complain Italian . ' not even ' . proceed take everyone ticket stub everyone mix free ensue . get another job get properly train . do not stay . 
 lilliputian room well locate clean hotel 	 London conference first time city , stay room little time . feel claustrophobiac , though , ' ve never . room ridicously small , could unpack clothe . use toilet venture . staff , except door man , condiscende unhelpful ( ask twice stand suitcase hair dryer ) . good side , clean location great , neighborhood public transportation . 
 Mar 5 2006 	 good good 	 stay 2 night recently . read mixed review site go be not sure expect . room small bad people describe clean comfortable . consider price hotel location excellant -Kensington nice area London close attraction . real bad point hotel food - tempt eat italian connection , food bar nice service slow continental breakfast disappointing . however , pay extra full breakfast well worth nothing complain ! food really problem -you around corner Kensington High Street easy find somewhere else eat evening . 
 Feb 25 2006 	 rennovate reception 11 pm ! 	 husband take stay hotel surprise . disappoint arrival room give tiny . barely enough room squeeze end bed bathroom door , actually double mirror ! ! arrive back hotel 10 pm first night . next 1/2 hour listen seem like hammer . rang reception find actually carry build work reception appal discover would continue well past 1 . offer room change actually take hour sort well past midnight get new room . small ! ! room clean attractive , however window break second room endure howl draft night . oh , fire alarm go minute 5 am last morning ! ! ! offer compensation official apology . not think will go ! ! 
 Feb 16 2006 	 great location close everything 	 stay August 10 day . room service everyday flash stay room sleep . tourist thing day find location great , shopping road , tube around corner , park close . breakfast grab lunch benjys way high street tube , go sightseeing day lunch one england lovely park . not find London expensive know stay eat . Kensington close hotel great price elegant area London . 
 Feb 7 2006 	 Great Area London 	 really good hotel ! definatly stay . area lovely near everything . the room quite nice much large expect . well do ! 
 Feb 4 2006 	 Onew bad unfriendliest hotel ' ve ever stay 	 flight problem arrive day late , although phone Washington 24 hour advance could rent room night . arrival deny receive phone call charge us room anyway . every single day fight breakfast . although front desk give we booklet entitle we breakfast ( full continental never make clear ) time go dining room refuse list . room tiny one we could unpack keep thing suitcase . tiny light bathroom . flight schedule change request stay another two day , tell hotel full . get internet give immediate reservation two extra night . last night find locked room tipping concierge get we another key able get . 
 Feb 3 2006 	 fabulous location great hotel 	 travel London often stay hotel every time . location wonderful . two minute walk High Street Kensington one good place shop London . close Tube station beautiful London park . I always find staff friendly helpful . hotel nice restaurant choose . also bar small gift shop . lovely large seat area always relax leave Heathrow . room cost around £ 95 per night double room , fairly typical 3 * London hotel . room therefore luxurious . however , clean cosy bed comfortable . room clean thoroughly daily basis always come back clean towel perfectly make bed . occassionally , problem room never anything serious . unhappy anything , staff usually happy move another room . one thing would say room service little overpriced get . instead , would definitely recommend try lovely Thai restaurant step away hotel . eat option endless area , sit room waste anyway ! hotel popular always bustle tourist world . would hesitate recommend anyone . canadian partner join recent London trip , first stay hotel love . another great thing hotel main street , quiet little road away traffic siren ... pleasant night sleep . try book room include breakfast , breakfast always enjoyable . return London couple month stay Kensington close yet . stay huge variety London hotel year hotel keep come back . , really , ideal location , great price place feel home enjoy London offer . 
 Jan 17 2006 	 problem Abound 	 Kensington Close Hotel private party night stay loud . not allow join party , could get sleep 2 am . night manager tell would ask party turn music , never . guest complain offer change room room refund night . due book popular on - line web site ( Orbitz ) tell approach company upon return state seek refund . return on - line book company would offer refund say hotel would offer refund . additionally , room smell like foot moldy heater room . good thing mold allergy . 
 Jan 12 2006 	 great location ! 	 stay Kensington Close January 1 - 4th 2006 . room fairly small neat . great thing hotel really close train station . locate pretty nice neighborhood lot shop , mcdonald , pizza hut , bank walk distance . definately recommend hotel . 
 Jan 9 2006 	 Awesome experience ! ! ! 	 stay Kensington Close Hotel December 17 - 23rd . corner room top floor . view incredible ! room spacious american hotel room ever stay . also clean bathroom spacious well . consierge staff helpful . call least day really take care we . book we tour , hold luggage we , call around theater ticket we . hotel 3 minute walk tube High Street full great eatery shopping . bar staff helpful italian restaurant hotel delicious . truly paradise affordable price . 
 Jan 5 2006 	 Hassle free great pool ideal business trip 	 stay one night hotel , must say good hotel give location , service amenity . admit , get room Expedia price , later discover 40 pound kind bargain . review condition upon price , 40 pound get lot value . the hotel closely locate Kensington High Tube Station , worth take taxi form tube station hotel , walk past emi building there . checking go seamless fast . room really clean , renovated bathroom . nope , room big , hey , London , mean stay hotel . great pool , open really early morning , swim way breakfast business . 5 pound surcharge pool , ' m fine , probably mean deter pool , think will pay per day . breakfast hotel , not see need , outside many good place food well . look breakfast room restaurant / bar fine , need worry . check go fast well , queue . , want hotel character , pool , hate hassle queue , go hotel , especially offer discount . 
 Jan 5 2006 	 good affordable hotel London 	 stay Kensington Close Hotel London three day trip May . good deal time year block away Underground stop . also , good restaurant shopping area . find great spot could everything want . walk major tourist site , could get need go relative ease train bus . highly recommend hotel budget - conscious stay ( without stay rat hole ) . definitely european size room ( snug ) . easy fit two people 10 day ' worth luggage bathroom nice . 
