love 	 stay 5 night read rave review really live noise . great , modern , value money hotel . staff second none super - friendly , proactive attitude . there load great restaurant , bar , cafe club nearby even bar restaurant downstairs worth check meal drink head elsewhere . we always look forward yoghurt , muesli , banana OJ morning . 
 excellent stay 	 stay one night impressed . lovely reception area great room . small problem try check ( hotel fault ) reception staff could helpful . though free banana / yoghurt / orange juice great idea . would recommend hotel highly definately stay . 
 excellent location great value . 	 hsband London January 2008 stay Hoxton Hotel 5 night . manage get £ 29 deal . location perfect , close tube , take - away shop front hotel , walk distance supermarket . staff friendly & amp ; accommodate , aircon blow loudly , upon request kindly move we another room . room cosy , nice bathroom shower , large LCD tv fast free Wi - Fi . I ' hesitate stay . 
 rate HOXTON high ENOUGH 	 stay Hoxton Hotel time , £ 1 & amp ; £ 30 - special sale price . its easy reach get town , clean modern . staff great can not enough help . love alternative attitude brand . 
 Nov 28 2007 	 really Great Hotel 	 great hotel ! really modern funky , beyond would expect price . great WOW factor walk , staff friendly , business like efficient , room large enough , bathroom cool sexy , bed large comfy - make sure ask courtyard room room back , great Eastern Street always busy noisy attractive . Loads Hoxton , though not really focus like West end . look Geffrye Museum , Columbia Road Sundays , barbican , eat Canteen Rochelle School week day lunch . if be happy away touristy West end , appreciate Londons arty gritty area can not recommend hotel enough . 
 Nov 26 2007 	 amazing hotel 	 fantastic hotel . book partner birthday surprise really go treat . staff great friendly . rang week let know surprise . leave we card bottle wine . clean chic yet cosy . would certainly tell friend . 
 Nov 22 2007 	 Best Hotel ever 	 Hoxton gem . reasonably price superb . breakfast bag really hit spot ! 
 Nov 19 2007 	 Loved Hoxton ! ! ! ! 	 spend last weekend Hoxton Hotel honestly say stay load London hotel , Hoxton far good ! ! ! ! love definitely back ! ! ! ! arrive early 11:30am not expect able check luckily room ready . add bonus ! ! ! ! room decorate really fab modern way - furnishing looked feel like top quality bathroom superb - mouldy shower curtain ! ! ! ! though , little touch make Hoxton great - fact provide bottle opener / corkscrew , little carton fresh milk bottle mineral water fridge , fact safe available room free Pret breakfast bag morning . oh , little Hox Guide nice touch too . the staff seem really friendly helpful , really need ask anything leave luggage check . hotel bar also great place drink . be trendy , busy like average hotel bar . drank point night stay . in previous review , people mention bit far centre true , not centre west end . however , couple minute walk Old Street tube station not let put off . it be also true hotel not scenic area not matter soon step lobby . hotel look feel like charge far - let us hope stay like not try cash . lot big hotel chain could learn Hoxton ! ! ! ! ! 
 Nov 10 2007 	 fantastic new hotel 	 love decor room lobby open fireplace . complain first time go restaurant dinner , treat quite badly receptionist . give pretty bad first impression nasty taste mouth . fair , staff rest stay fantastic . the location far westend near comtemporary art space gallery include White Cube , also near City 's fantastic hotel business . 
 Nov 8 2007 	 wow Factor Arrive 	 well find London . booked hotel £ 30.00 per night plus £ 15.00 extra bed grandson . I read review did'nt expect & quot ; wow factor & quot ; walk upto hotel . the staff amazing - friendly helpful nothing much trouble . the bedroom bathroom well think lot thing find irritate hotel resolve Hoxton . we ask room top floor great - & quot ; peace night & quot ; .The surround area nothing get excited short trip underground Camden give plenty choice eat drink price afforable . definately would stay ! ! 
 Nov 5 2007 	 Fantastic could not ask ! 	 partner get back Hoxton anniversary . get fantastic deal room , always seem deal on . the hotel amazing first sight . expect chic , modern 4 * quality definatly get . room reasonable size everything could possibly need . hotel keep constantly tidy . staff really friendly look happy working ! hotel also bar / grille . outstanding . actually enjoy 5 * meal sit table away celebrity Tobey Maguire ( Spiderman ! ) hotel stylish chic , do not miss amazing experience . 
 Nov 4 2007 	 work ! 	 concept work . £ 99 great value . room modern reasonable bit think , include wireless internet . even unlikely - sound arrangement free breakfast hung hook outside door paper bag success : Pret Manger & quot ; yoghurt & quot ; fruit bottom granola top , orange juice high quality . good service , nicely design lounge area ground floor . one word advice : avoid Hoxton Grille . 
 Oct 29 2007 	 live expectation 	 book Hoxton check review Trip Advisors please say hotel live expectation . the staff : - Friendly & amp ; EfficientThe bedroom : - good size London ! lovely softy sheet fluffy duvet . mod con . supply ' real ' milk much appreciate . bathroom : - high spec , spotlessly clean , spacious shower - perfect ! location : - arrive London Euston - couple stop underground . although centre city , short walk Old Street Underground Station - access city centre problem . we certainly stay . 
 Oct 27 2007 	 great price london 	 stay hotel one night way london pay £ 59 room 2 month advance . I m give hotel 5 star luxurious hotel I ve ever stay amazing value £ , room good 4 star standard get free pret breakfast price deliver room ! also free water fresh milk free room . free wi fi internet throughout hotel free computer lobby , stay hotel smiler standard london pay twice price . would highly recommend place ! ! 
 Oct 22 2007 	 excellent experience ! 	 Hoxton right . stay weekend everything hope would . seem cater old young alike . single 27 year old suit . get stuff would expect much expensive hotel . one thing enjoy way tell normal hotel thing . example , standard sign bathroom ask re - use towel save environment . take look website , ' m pretty sure 's picture sign . also provide handy fold restaurant , bar , club , etc . within walking distance . free internet , safe , hair dryer , pencil / pad , shampoo , etc . plus , shower great ! furniture , fixture entire hotel modern . decoration tasteful fun look use . room fit desk , tv comfy bed lounge - type chair / sofa . floor different lighting scheme , even be slightly woozy come home bar , could tell be right floor . speak , internal noise issue . noise outside street , hotel hardly hold accountable that . it seem meet place 20 - something Hoxton area meet , beer , head onto town . not eat , seem sit bar people enjoy food . breakfast perfect 's something eat , never . 's banana , yogurt OJ . be deliver door every time specify . get two free 500ml bottle water day plus milk , coffee , tea . anyway , ' ve ramble enough . can not think con go pro ' ve mention . noise experience way hotel be another guest 's fault . people work street window . perfect place stay 's affordable easy trip site city ( 2 block Old Street tube station ) .I hope help decision stay London ! 
 Oct 14 2007 	 Luxury Budget 	 good hotel ' ve stay London price normally exploitatively hideous room tiny noisy . plus : spotlessy clean , friendly & amp ; helpful staff , great reasonably price food Grille want big breakfast ( serve wonderfully ' late ' midday weekend , ) plus lunch dinner , good link central London , 2 free bottle chill water milk room ( along kettle , tea coffee ) , free safe room , free newspaper , free internet access , comfortable bed cosy duvet squishy pillow , huge window let load light etc etc etc . also provide room pocket size fold - out leaflet local map load impartial recommendation stuff , place go , bar , restuarant , club , gallery , within one mile radius . the negative : can not actually think ! 
 Oct 11 2007 	 love hoxton 	 fantastic stay hoxton hotel . stay two night mid - week celebrate anniversary . location little main tramline , five minute walk Old Street Tube station . Old Street tube station main northern line easily access be not really problem.the check - in girl lovely . ask preference front back view , preference high low floor etc direct fifth floor room stunning . really gorgeous bed pillow die . shower big enough two people although bathtub . the phone rate cheap . call Ireland eight minute cost we 21 penny . bottle budweiser £ 1.25 tube pringle £ 0.71 . hotel restuarant fab people lovely . probably would not come back though , mainly becase would like centre action ... however hoxton fantastic love general ambience ! stay ... will not regret . 
