Clean 	 husband book Rooms Manor experience really good . sister parent also . even ask , check - in , give we adjoining room . room clean comfortable . room locate ground floor - parking basically front manor . Circus Circus offerre really good buffet meal - 20 usd whole day ( breakfast , lunch dinner ) also offer eat prime rib 13 usd . well worth it . we stay 2 night really great time . probably one cheap hotel facility great . 
 disaster 	 daughter family stay 4 night Circus , Circus Las Vegas . total disappoint past experience . normal amenity i.e. , refrig . , Microwave cost extra per day , room clean , elevator break , walk flight stair get room . talk desk receptionist Supervisor unprofessional sympathic . & quot ; kid friendly & quot ; advertised family set prior year staff rude instance . ever recommend staff Circus , Circus Las Vegas . many family attend football tournament . next year stay elsewhere . 
 cheap ... 	 Somewhat way & quot ; strip & quot ; . price right though like clown , well will love place . room pretty basic , date . room quiet . Shower floor uneven feel somewhat odd ... not know would stay pinch , 's bad choice Vegas hotel . 
 Feb 1 2009 	 highly Recommend Families 	 party 8 stay Circus Circus total 4 night happy level service room . though Hotel perhaps require modernisation , cleanliness location perfect . hotel good Value Money one month holiday USA . 
 Feb 1 2009 	 Good Value money do not dishearte review ! 	 read review nervous say least stay Circus Circus ! . arrival check line enormous reception area rather rowdy hence would not recommend stay hotel peak period , room clean basic ideal short break . hotel location great much well many counterpart Luxor , madalay bay . want explore Vegas spend money go circus circus fine choice . course date many clientele may bit rough round edge do not want spend Bellagio money 5 star Circus Circus good option . 
 Jan 31 2009 	 fun hotel ! 	 recently stay Circus Circus hotel casino Las Vegas . ok . room fine , basic clean . hotel facilite good , indoor theme park , ride well child . restaurant shop inside aswell casino pretty big ! luxurious hotel visit Vegas adequate . one problem find slightly way . travel another girl find late night be not nice walk end strip . would say hotel lot well child . lot entertainment child . fairly good value money . bad u like walk . take 20mins walk main part strip ! 
 Jan 28 2009 	 Loved ! 	 husband stay last destination honeymoon . pretty good time . hotel pretty big . eat steak house , food good waiter rather rude . staff encounter friendly ! room 2 queen alright . semi - easy access Duce ( bus line ) . lose purse cab .. one staff member helpful helping find way track . would definitely stay ! 
 Jan 27 2009 	 Great Deal ! 	 plan 3 day weekend trip Las Vegas decide book / stay Circus Circus . book reservation website find quite deal . book stay check 1/23/09 check 1/25/09 . rate 48.00 per night . whenever go Vegas always look in - expensive room rate simply hardly spend time room . like online reservation system , plus hotel ask 1st night room rate book . arrive Circus Circus could tell build quite old run , park car parking garage old , dirty run look . however could complain simply pay 5 star hotel rate . arrive hotel 1:00 hotel check process bit slow , long line 3 employee 's front desk . reach counter clerk friendly . ( fyi bill extra 50.00 check security deposit , did'nt tell , find fact ) place 20th floor skyrise tower . Circus Circus total 4 different tower ( do not know tower ) room quite walk front desk . get room must say price pay , quite impressed , room clean modern ( aged ) look . bathroom roomy modern plenty hot water , soap , towel , lotion , shampoo . bed comfortable , window nice view strip . complain room tv , get channel , poor quality . careful remote control do not order movie accident , pay 21.99 refuse waive . room service , 24 hour , room service / food option late night early morning available . great place family getaway , amazing theme park , nice promenade store , shop , etc . even McDonalds quick bite eat . check process , check via television set , much well waiting line . would stay price right . 
 Jan 26 2009 	 bad hotel Vegas 	 year 's family vacation , decide trip Las Vegas would fun exciting experience . kid , Circus Circus seem like good hotel , include indoor amusement park arcade . little know , machine arcade break run theme park several & quot ; premium & quot ; ride close ... convenient . also , sign Adventuredome , hour follow : Friday Saturday : 11 am - midnight ... buy day pass , come back 11 pm find closed night . room decent , internet $ 11.99 day , PER device fail mention check - in . arguing supervisor , $ 36.00 charge remove . fair say hotel run , break ready close would recommend stay , even family kid . much well place stay Vegas ruin experience ! 
 Jan 26 2009 	 fine short stay 	 sister , brother spend 7 week travel across America together , stay hostel past couple week consider luxury we expectation low . room relatively clean spacious bed comfortable . circus act perform hotel lose appeal quite quickly . would probably entertain family young child . overall , ' terrible hotel look back probably would nicer stay hotel central strip . 
 Jan 18 2009 	 Gross nasty casino / circus room fine 	 let begin state hotel charge extremely low price - doubt people pay $ 50 per night . price basically price Comfort Inn / Motel 6 outside Las Vegas . book hotel , not expect luxury contemporary decor , definitely low expectation , , charge Motel price . however , understand , good room West Tower room , renovate . bad Manors . in - between Tower Wing Skyrise Wing . stay Skyrise Wing . the casino area : however , bad part hotel extremely nasty , dirty , disgusting casino / gaming area . air smell like [ - ] , dirt , fry chicken .. anything name . air conditioning lacking , smoker everywhere . carpet old dirty . Headroom low , good experience . anyways , onto pro conspros- extremely low price ! ! + + + - bed quite comfortable- large showers- Decent service / attitude- great views- abundant elevatorscons- kind away strip : 10 minute walk Wynn , tip strip , 20 minute walk venetian , probably center / center - north strip- Disgusting air quality casino / gaming area- overall furnishing old- air conditioning room loud- dirty carpets- low headroom , feel cramped- Adventuredome quite small- general small thing , like picture hallways fall , dent electrical circuits- Small TVAlso , feel since people stay tourist , go visit hotel venetian MGM Grand . , walk ultra - luxurious 5 - star hotel set high expectation , go back Circus Circus night .. difficult get use . Circus Circus might good elsewhere , Las Vegas everywhere beautiful / stunning , difficult get use . would compare hotel Holiday Inn / Holiday Inn Express . overall , would recommend tourist stay . look clean bed room cheap price , hotel . otherwise , pay stay somewhere else . Vegas hotel plentiful quite cheap . 
 Jan 16 2009 	 Sooo bad ... make wan na circuss 	 husband book two night stay Circus Circus , thinking would look like see online tv commercial . say never , life , disgusting facility . carpet filthy , room smell like smoke table bed look chew ( probably one circus animal ) . mention fact walk outside main hotel , across street ( river wood ) even get room . husband , calmly call speak one front desk worker , tell nothing could room except someone come spray . livid ! ! ! ask could easily take money people put type room ? even give room free , room would still totally unacceptable . contact online service book room call front desk . & quot ; hotel & quot ; ( be want call ) move we another room different building ( still main hotel , mind ) even worse first one . tell would receive money back , decide good thing would book another room somewhere else . we find great room even great price Riviera Hotel right across street . room big , clean , service great not even spray air freshener ! ! ! 
 Jan 14 2009 	 worth money ! 	 really disappointed , totally rundown place good time approxemitally 25 year ago . ok , relatively cheap , next time would spend money stay well place . be far away major casino , either walk ( ~20 min . ) take car everytime want see fun place . casion absolutely comparable modern casino , not eat would saw restaurant . 
 Jan 13 2009 	 Circus Circus dump big top 	 late last year go USA & amp ; tell stay Vegas Circus Circus good kid . the room see brochure rip / stain bed sheet & amp ; carpet . real hole & amp ; ruin part trip 
 Jan 6 2009 	 Get Pay 	 want spend three day kid ( age 4 8 ) fun location , think Circus Circus . never stay , excited kid . Adventuredome , Midway circus act seem like great entertainment . hotel rate cheap ( little know ) think making perfect fun family getaway . upon arrival , driveway area front hotel disaster people , car luggage everywhere . nobody hotel making effort keep flow traffic , direct car , anything ! nearly one hour wait line check - in ( lobby full , mean full , kids luggage strew everywhere ... imagine hundred family try check - in ... suppose wait ? literally feel crowded downtown bus station middle large , metropolitan city ) , not get low floor request . even though reservation flagged note , get stick 10th floor . room suppose non - smoking room . even though guess technically ( tell , despite signage indicate ) , cigarette burn carpet edge desk . room smell horribly smoke . move another room , would go much high floor , opt housekeeping come spray room deodorizer . open curtain look , outside window dirty could hardly see anything , near far . the big thing notice hotel , casino area man 's restroom dirty everything trash debris strew . empty beer bottle , food bag , food remnant , cup glass lay everywhere . trash can overflow , people throw trash floor could not stuff can , garbage stuff behind gaming machine casino area , circus seat area disgusting . go see performance kid literally step puddle beer wipe ketchup seat ! whole seating area like this . and bad part look like upon arrival Thursday 2:00pm , STILL look way leave Saturday 3:00pm . our room service tray , receive Friday morning 9:00am , still room Friday evening return , set hallway outside room . leave Saturday 3:00pm , STILL ! also , room service selection terrible . get real food ( breakfast , sandwich , steak , dessert ) 6:00am 12:00 noon ( six hour ) . 12:00 noon 6:00am next morning ( eighteen hour ) , get pizza Pizzeria room service . finally , hotel attract cater kid family , kids channel television . Disney Channel , Nickelodeon , Cartoon Network , nothing ! kid plan spend little time room , not count tv keep occupy . the positive aspect Circus Circus Adventuredome , five - acre indoor amusement park ride , game huge arcade . main reason come Las Vegas stay Circus Circus . my recommendation : avoid Circus Circus cost . stay somewhere else drive Adventuredome - not guest use not even get discount stay ! 
